date,company,state,breach,org,records
10/27/2014,DirectLearningSystems,MD,HACK,MED,34.0
10/27/2014,ModernGunSchool,MD,HACK,MED,8.0
10/27/2014,DuluthPack,MD,HACK,MED,1.0
10/28/2014,ArizonaStateRetirementSystem,MD,DISC,MED,18.0
10/28/2014,OneLoveOrganics,GA,HACK,MED,0.0
10/28/2014,USInvestigationsServicesLLC(USIS),DC,HACK,MED,0.0
10/29/2014,AmericanAthleticConference,MD,HACK,MED,6.0
10/30/2014,DelawareRiver&BayAuthority,DE,HACK,MED,0.0
10/31/2014,NationstarMortgageLLCd/b/aChampionMortgage,MD,DISC,MED,74.0
11/2/2014,M&TBank(IdentityTheft),MD,PHYS,MED,41.0
11/3/2014,CampBowWowFranchising,MD,HACK,MED,2.0
11/3/2014,WyndhamVacationResorts,MD,INSD,MED,1.0
11/6/2014,NovaSoutheasternUniversity,MD,HACK,MED,13.0
11/7/2014,AarowEquipment&Services,MD,PHYS,MED,16.0
11/7/2014,WeillCornellMedicalCollege,NY,INSD,MED,0.0
11/14/2014,EZPrints,MD,HACK,MED,53.0
11/18/2014,MemberClicks,MD,PHYS,MED,11.0
11/21/2014,APiGroup,MD,DISC,MED,32.0
11/24/2014,SimmsFishingProducts,MD,HACK,MED,29.0
11/24/2014,fairwayindependentmortgagecorporation,MD,HACK,MED,0.0
12/1/2014,HolidayMotel,MD,HACK,MED,17.0
12/1/2014,BlueMountainCommunityFoundation,MD,DISC,MED,2.0
12/1/2014,GodivaChocolatier,MD,PHYS,MED,0.0
12/4/2014,ConferenceUSA,MD,HACK,MED,0.0
12/5/2014,BebeStores,MD,HACK,MED,1339.0
12/5/2014,SandsCasinoResortBethlehem,MD,HACK,MED,12.0
12/12/2014,ClayCountyHospital,MD,HACK,MED,7.0
12/15/2014,AppleLeisureGroupandAMResorts,MD,HACK,MED,27.0
12/15/2014,PointLomaNazareneUniversity,MD,HACK,MED,2.0
12/19/2014,Staples,MD,HACK,MED,0.0
12/20/2014,BolderImageCompany,MD,HACK,MED,4.0
12/23/2014,TransamericaPremierLifeInsuranceCompany,MD,DISC,MED,1.0
12/26/2014,AllianzLifeInsuranceCompanyofNorthAmerica,MD,DISC,MED,5.0
12/31/2014,LaJollaGroup,MD,HACK,MED,28.0
12/31/2014,Park'NFly,MD,HACK,MED,0.0
12/1/2015,MarylandHealthBenefitExchange,MD,DISC,GOV,0.0
12/7/2015,NewEnglandCalendarandNoveltyCompany,NY,HACK,BSO,0.0
12/15/2015,VestaPropertyServices,FL,PHYS,BSO,3.0
12/16/2015,WildernessattheSmokies,TN,HACK,BSO,0.0
12/18/2015,WabashCollege,IN,HACK,EDU,49.0
12/18/2015,MinnesotaLifeInsuranceCompany,MN,DISC,BSF,0.0
12/18/2015,CatholicCharitiesoftheArchdioceseofGalveston-Houston,TX,PORT,BSO,0.0
12/22/2015,CrescentHotels&Resorts,VA,HACK,BSO,0.0
12/23/2015,FarmtoFeet,NC,HACK,BSO,0.0
12/24/2015,HDIS,MO,HACK,BSO,0.0
12/24/2015,SASSafetyCorporation,CA,HACK,BSO,0.0
12/28/2015,Flewelling&MittonPC,CO,PHYS,BSF,0.0
12/31/2015,PointBreezeCreditUnion,MD,DISC,BSF,389.0
3/7/2016,TurnerConstruction,CA,DISC,BSO,0.0
9/1/2016,MHoldingsSecurities,OR,PORT,BSF,0.0
2/7/2017,Astadia,FL,HACK,MED,0.0
2/23/2017,PCASkin,AZ,HACK,MED,0.0
2/23/2017,AbbottNutrition,IL,HACK,MED,0.0
2/24/2017,Mrs.Prindables,IL,HACK,BSO,0.0
2/27/2017,AffyTappleLLCdbaAffyTapple,IL,HACK,BSO,0.0
2/28/2017,AtwoodDistributingL.P.,TX,HACK,BSO,17.0
2/28/2017,RederalDirectTaxServices,IN,HACK,MED,0.0
3/1/2017,MerchantsMetals,GA,HACK,MED,0.0
3/2/2017,BostwickLaboratories,VA,HACK,MED,0.0
3/6/2017,BarclaysBankDelaware,DE,HACK,MED,0.0
3/6/2017,AmericanHomepatient,CA,PHYS,MED,0.0
3/6/2017,ToscanoClementsTaylor,NY,HACK,MED,0.0
3/7/2017,RealTruck,ND,HACK,MED,0.0
3/8/2017,TaconicBiosciences,NY,HACK,BSO,0.0
3/8/2017,TarletonMedical,TX,HACK,MED,0.0
3/8/2017,Friedman&PerryCPAs,CA,HACK,MED,0.0
3/9/2017,MatthewsCarterandBoyceCPAAdvisors,VA,DISC,BSF,0.0
3/13/2017,FallerKincheloe&Co.PLC,IA,HACK,BSF,0.0
3/13/2017,BiomedicalSystemsCorp,MO,HACK,BSO,0.0
3/15/2017,LookingGlassCyberSolutions,VA,HACK,BSO,69.0
3/15/2017,VertexWireless,IL,HACK,BSO,48.0
3/15/2017,RandMcNally,IL,HACK,BSO,0.0
3/16/2017,DefensePointSecurityLLC,VA,HACK,MED,0.0
3/17/2017,TICGums,MD,HACK,BSO,0.0
3/21/2017,NationalSafetyCouncil,IL,HACK,BSO,2.0
3/29/2017,CFGCommunityBank,MD,HACK,BSF,155.0
3/30/2017,HuckstepHoldingsCorp.d/b/aTechWise,CO,HACK,MED,0.0
4/26/2017,MemorialHospitalClinicSouth,TX,HACK,MED,842.0
4/29/2017,LarsonStudios,CA,HACK,BSO,0.0
5/15/2017,TalxCorporation,MO,HACK,BSO,0.0
5/15/2017,KURUFootwear,UT,HACK,BSR,0.0
5/17/2017,UNMFoundation,NM,HACK,NGO,0.0
5/17/2017,ITAGroup,MA,DISC,BSO,0.0
5/17/2017,RiteAid,PA,HACK,BSR,0.0
6/28/2017,PediatricHealthcareSolutionsaDivisionofProHEALTH,NY,HACK,MED,6932.0
6/30/2017,BaptistMedicalCenterSouth,FL,PHYS,MED,531.0
7/5/2017,ErieCountyOfficeofChildrenandYouth,PA,DISC,GOV,30.0
7/9/2017,LedetFamilyChiropracticCener,PA,HACK,MED,530.0
7/10/2017,MovementMortgageLLC,SC,HACK,BSF,0.0
7/12/2017,Verizon,NJ,DISC,BSO,6000000.0
7/12/2017,YMCAofSanDiego,CA,DISC,NGO,0.0
7/12/2017,LaQuintaCenterforCosmeticSurgery,CA,HACK,MED,0.0
7/13/2017,WalkintheWordMinistries,IL,HACK,NGO,0.0
7/22/2017,WashingtonStateUniversity,WA,PHYS,EDU,1000000.0
3/16/2015,AppleAmericaGroupLLC,OH,PORT,BSF,0.0
6/28/2005,LucasCountyChildrenServices,OH,DISC,GOV,900.0
1/17/2006,CityofSanDiegoWater&SewerDepartment,CA,INSD,GOV,0.0
2/6/2006,PrudentialFinancial,NJ,DISC,BSF,1000.0
6/1/2006,Ernst&Young,NY,PORT,BSO,243000.0
6/30/2006,NationalInstitutesofHealthFederalCreditUnion,MD,UNKN,BSF,41000.0
8/15/2006,U.S.DepartmentofTransportation,FL,PORT,GOV,0.0
9/21/2006,U.S.DepartmentofCommerceandCensusBureau,DC,PORT,GOV,0.0
9/22/2006,SeveralIndianapolispharmacies,IN,PHYS,MED,0.0
9/28/2006,IllinoisDepartmentofTransportation(IDOT),IL,PHYS,GOV,40.0
10/3/2006,WillametteEducationalServiceDistrict(ESD),OR,STAT,EDU,4500.0
10/3/2006,PicatinnyArsenal,NJ,UNKN,GOV,0.0
10/4/2006,OrangeCountyController,FL,DISC,GOV,0.0
10/12/2006,CongressionalBudgetOffice,DC,HACK,GOV,0.0
10/15/2006,PoulsboDepartmentofLicensing,WA,PORT,GOV,2200.0
10/16/2006,DrCharlesKayofOrchardFamilyPractice,CO,PHYS,MED,100.0
10/24/2006,JacobsNeurologicalInstitute,NY,PORT,MED,0.0
10/25/2006,TransportationSecurityAdministration(TSA),OR,PORT,GOV,900.0
11/2/2006,Compulinx,NY,INSD,BSO,50.0
11/3/2006,SeveralJolietareamotels,IL,INSD,BSO,0.0
11/15/2006,InternalRevenueService(IRS),DC,PORT,GOV,2359.0
11/16/2006,AmericanCancerSociety(ACS),KY,PORT,NGO,0.0
11/29/2006,GundersenLutheranMedicalCenter,WI,INSD,MED,0.0
12/5/2006,ArmyNationalGuard130thAirliftWing,WV,PORT,GOV,0.0
12/12/2006,UniversityofCaliforniaatLosAngeles(UCLA),CA,HACK,EDU,800000.0
12/22/2006,TexasWoman'sUniversity,TX,DISC,EDU,15000.0
1/2/2007,Newsaccountsarenotclearastosourcebutthoughttobearealtyoffice,NV,PHYS,BSO,0.0
1/5/2007,Dr.Baceski'sofficeinternalmedicine,PA,PORT,MED,0.0
1/12/2007,MoneyGramInternational,MN,HACK,BSF,79000.0
1/22/2007,U.S.DepartmentofVeteransAffairs,WA,PHYS,GOV,0.0
1/26/2007,ChaseBankandtheformerBankOnenowmerged,LA,PHYS,BSF,4100.0
1/29/2007,MendozaCollegeofBusinessNotreDameUniversity,IN,DISC,EDU,0.0
2/19/2007,SocialSecurityAdministration(SSA),WI,PHYS,GOV,13.0
2/21/2007,FidelityNationalInformationServices,FL,INSD,BSF,8500000.0
3/19/2007,ScienceApplicationsInternationalCorp.(SAIC),ID,PHYS,BSO,0.0
4/5/2007,SecurityTitleAgency,AZ,HACK,BSF,0.0
4/27/2007,GoogleAds,CA,HACK,BSO,0.0
5/1/2007,MaineStateLotteryCommission,ME,PHYS,GOV,0.0
5/1/2007,HealingHandsChiropractic,CO,PHYS,MED,0.0
5/8/2007,JonesBeautyCollege,TX,PHYS,EDU,0.0
5/11/2007,UniversityofCaliforniaIrvineMedicalCenter,CA,PHYS,MED,287.0
5/25/2007,BookerT.WashingtonCommunityCenter,NY,PORT,NGO,0.0
6/14/2007,DivisionofWorkforceServices,UT,UNKN,GOV,20000.0
6/14/2007,HamburgerHamletRestaurant,CA,INSD,BSO,40.0
6/20/2007,UniversityCommunityHospital,FL,DISC,MED,0.0
7/9/2007,GirlScoutsMileHi,CO,PORT,NGO,0.0
7/15/2007,WestminsterCollege,UT,DISC,EDU,100.0
7/23/2007,FoxNews,CA,DISC,BSO,1500000.0
7/25/2007,HidalgoCountyCommissioner'sOffice,TX,DISC,GOV,25.0
8/3/2007,WorkCareOrem,UT,PHYS,MED,0.0
8/15/2007,GreaterDetroitHospital,MI,PHYS,MED,0.0
8/16/2007,UticaTitleandEscrow,OK,PHYS,BSF,0.0
8/23/2007,Monster.com,MA,HACK,BSO,0.0
8/27/2007,UniversityofIllinois,IL,DISC,EDU,5247.0
9/4/2007,BrevardPublicSchools,FL,UNKN,EDU,61.0
9/19/2007,KansasUniversity,KS,PHYS,EDU,0.0
9/20/2007,StateofConnecticutAccentureLtd.,CT,PORT,GOV,58.0
9/21/2007,CitigroupABNAmroMortgageGroup,IL,DISC,BSF,5208.0
10/29/2007,ABCPhonesACCCommunications,NC,PHYS,BSO,0.0
11/7/2007,UniversityofConnecticutFoundationConvio,CT,HACK,NGO,0.0
11/16/2007,UniversityofWisconsinWhitewater,WI,DISC,EDU,0.0
11/21/2007,UnitedHealthcare(UnitedHealthcare),NY,DISC,MED,0.0
11/29/2007,AmericanRedCross,TX,PHYS,NGO,0.0
12/18/2007,BrownsvilleSchoolDistrict,PA,PHYS,EDU,0.0
1/3/2008,RoboticsIndustriesAssociation,MI,HACK,BSO,0.0
1/7/2008,SearsManageMyHome.com,IL,DISC,BSR,0.0
1/23/2008,BaylorUniversity,TX,INSD,EDU,0.0
3/10/2008,CentralFloridaRegionalHospital,FL,PHYS,MED,28.0
3/10/2008,TexasDepartmentofHealthandHumanServices,TX,STAT,MED,0.0
3/15/2008,StarlingInsuranceandAssociates,CO,PHYS,BSF,0.0
3/20/2008,PennsylvaniaDepartmentofState,PA,DISC,GOV,30000.0
3/20/2008,RampageMarketingServices,OH,PHYS,BSO,0.0
3/26/2008,BankofNewYorkMellon,PA,PORT,BSF,12500000.0
3/26/2008,PresbyterianIntercommunityHospital,CA,STAT,MED,5000.0
3/29/2008,SanQuentinStatePrison,CA,PORT,GOV,3500.0
4/4/2008,Harley-Davidson,WI,PORT,BSO,60000.0
4/7/2008,ArmyAcquisitionSupportCenter,VA,DISC,GOV,24.0
4/7/2008,Redbox,IL,CARD,BSR,0.0
4/9/2008,Norfolk'sCommunityServicesBoard,VA,PHYS,NGO,30.0
4/9/2008,People'sUnitedBank,CT,PHYS,BSF,0.0
4/12/2008,AlliedWaste,MA,PHYS,BSO,0.0
4/15/2008,Oklahoma'sDepartmentofCorrections,OK,DISC,GOV,10597.0
4/16/2008,HexterElementarySchool,TX,PHYS,EDU,0.0
4/20/2008,HelpingHomelessVeteransandFamiliesHoosierVeteransFoundation,IN,PHYS,NGO,0.0
4/22/2008,CentralNewEnglandHealthAlliance,MA,PORT,MED,384.0
4/22/2008,HealthNowNewYork,NY,PORT,MED,0.0
4/22/2008,SmithtownPostOffice,NY,INSD,GOV,0.0
4/22/2008,LendingTree,NC,INSD,BSF,0.0
4/24/2008,HarmonyInformationSystems,WI,DISC,BSO,0.0
4/25/2008,CantonWiseBuys,NY,HACK,BSR,0.0
4/27/2008,GeneralInternalMedicineofLancaster,PA,PORT,MED,0.0
5/1/2008,CoveCreekMortgageFrontRangeMortgage,CO,PHYS,BSF,0.0
5/2/2008,MarineCorpsReserveCenter,TX,INSD,GOV,17000.0
5/7/2008,SAIC,MD,PORT,BSO,4690.0
5/16/2008,ChesterCountySchoolDistrict,PA,HACK,EDU,55000.0
5/21/2008,OklahomaCorporationCommission,OK,STAT,GOV,5000.0
5/30/2008,CircuitCourtofLouisville,KY,PHYS,GOV,312.0
6/7/2008,SouthingtonWaterDepartment,CT,PHYS,GOV,26.0
6/10/2008,Wheeler'sMovingCompany,FL,PHYS,BSO,0.0
6/15/2008,ConneticutDepartmentofAdministrativeServices,CT,DISC,GOV,0.0
6/18/2008,Domino'sPizza,AZ,PHYS,BSR,0.0
6/23/2008,BankAtlantic,FL,CARD,BSF,0.0
7/9/2008,DivisionofMotorVehiclesColorado,CO,DISC,GOV,3400000.0
7/9/2008,WichitaRadiologicalGroup,KS,INSD,MED,0.0
7/23/2008,SanFranciscoHumanServicesDepartment,CA,PHYS,GOV,0.0
7/25/2008,GradyMemorialHospital,GA,INSD,MED,0.0
7/28/2008,Facebook,CA,DISC,BSO,80000000.0
8/1/2008,TennesseeValleyAuthority,TN,PORT,GOV,0.0
8/3/2008,OaklandSchoolDistrict,CA,STAT,EDU,0.0
8/5/2008,TheClearProgramFast-passRegisteredTravelprogramforairlinepassengersoperatedbyVerifiedIdentityPassfortheU.S.TransportationSecurityAdmin.,NY,PORT,BSO,33000.0
8/12/2008,ChildProtectiveServices,TX,PHYS,GOV,0.0
8/22/2008,LibertyMcDonald'sRestaurant,KY,INSD,BSR,0.0
8/27/2008,YMCA,IL,UNKN,NGO,0.0
8/28/2008,TheWashingtonTrustCo.,RI,HACK,BSF,1000.0
8/29/2008,WachoviaBank,FL,CARD,BSF,0.0
8/30/2008,SouthwestMedicalAssociation,NV,PHYS,MED,0.0
9/30/2008,DormitoryAuthority's,NY,PORT,GOV,3600.0
10/17/2008,ThePlanet,TX,UNKN,BSO,25000.0
11/3/2008,GeneseeIntermediateSchoolDistrict,MI,PORT,EDU,6000.0
11/5/2008,NorthCarolinaDept.ofHealthandHumanServices,NC,PORT,GOV,0.0
11/9/2008,CityofCharlottesville,NC,PORT,GOV,25000.0
11/12/2008,PinellasCountyandFloridastateagencyoffices,FL,PHYS,GOV,0.0
11/20/2008,LawofficeofformerTexasattorney,TX,STAT,BSO,627.0
12/21/2008,ConnecticutDepartmentofMotorVehicles,CT,PHYS,GOV,155.0
1/26/2009,U.S.Military,DC,UNKN,GOV,60.0
1/30/2009,CoosBayDepartmentofHumanServices,OR,HACK,GOV,45.0
2/5/2009,phpBB.com,WA,HACK,BSO,400000.0
2/8/2009,Kaspersky,MA,HACK,BSO,0.0
3/19/2009,BaileyMiddleSchool,TN,PHYS,EDU,21.0
3/23/2009,MarylandFederalCourt,MD,DISC,GOV,226.0
3/27/2009,PacificUniversity,OR,PORT,EDU,0.0
4/13/2009,IrvingIndependentSchoolDistrict,TX,PHYS,EDU,0.0
4/22/2009,NewYorkStateTaxDepartment,NY,INSD,GOV,2000.0
4/27/2009,FederalReserveBankofNewYork,NY,INSD,BSF,0.0
4/29/2009,OrleansParishPublicSchools,LA,PHYS,EDU,0.0
5/4/2009,VirginiaPrescriptionMonitoringProgram,VA,HACK,MED,531400.0
5/11/2009,Multiplefinancialinstitutions,NY,CARD,BSF,0.0
5/19/2009,Rudder,TX,DISC,BSF,0.0
6/1/2009,UniversityofNevada-LasVegas,NV,HACK,EDU,20.0
6/16/2009,RedondoBeachArcoGasStation,CA,INSD,BSR,1000.0
6/17/2009,Blackbaud,SC,PORT,BSO,84000.0
6/18/2009,SuncoastSchoolsFederalCreditUnion,FL,HACK,BSF,56000.0
6/22/2009,BroadridgeFinancialSolutions,NJ,DISC,BSF,0.0
6/22/2009,BaptistMedicalCenter,AL,PHYS,MED,0.0
6/24/2009,BattleCreekCity,MI,DISC,GOV,65.0
7/1/2009,BikeNashbar,NC,HACK,BSR,0.0
7/1/2009,CarrellClinic,TX,HACK,MED,0.0
7/9/2009,MountainMedicalCenter,UT,PHYS,MED,0.0
7/10/2009,NorthernCaliforniadumpstersBayAreatoCentralValley,CA,PHYS,BSF,1500.0
7/14/2009,LeanderSchoolDistrict,TX,UNKN,EDU,0.0
7/16/2009,Elance,CA,HACK,BSO,0.0
7/22/2009,AHonoluluhospital,HI,INSD,MED,0.0
7/31/2009,JacksonMemorialHospital,FL,INSD,MED,3360.0
8/3/2009,NationalFinanceCenter,DC,DISC,GOV,27000.0
10/5/2009,U.S.ArmySpecialForces,NC,DISC,GOV,463.0
10/27/2009,FirstMeritBank,OH,PHYS,BSF,0.0
1/1/2010,collective2.com,NJ,HACK,BSO,25000.0
1/14/2010,LincolnNationalCorporation(LincolnFinancial),PA,INSD,BSF,1200000.0
1/14/2010,DefenseFinanceandAccountingService/DefenseDepartment’sDocumentAutomationandProductionService,VA,DISC,GOV,18000.0
2/6/2010,AvMedHealthPlans,FL,PORT,MED,1220000.0
2/9/2010,OhioDepartmentofAdministrativeServices,OH,DISC,GOV,6000.0
2/28/2010,WyndhamHotels&Resorts,TX,HACK,BSO,500000.0
3/10/2010,AtlantaVeteransAffairsMedicalCenter,GA,INSD,MED,0.0
3/19/2010,PNCFinancialServicesGroup,OH,CARD,BSF,0.0
3/27/2010,LaboratoryCorporationofAmericaLabCorp,NC,PHYS,MED,0.0
8/13/2010,MetroNashville,TN,PORT,GOV,500.0
8/13/2010,NashvilleCareerAdvancementCenter,TN,DISC,GOV,160.0
8/31/2010,ArmedForcesRecruitingCenter,MO,PHYS,GOV,8.0
9/29/2010,MorganKeegan&Company,TN,PORT,BSF,18500.0
11/19/2010,KernMedicalCenter,CA,PHYS,MED,596.0
12/2/2010,KMaxSystems,FL,PHYS,BSR,0.0
12/14/2010,DepartmentofEducationFederalStudentAid(FSA)Division,IL,INSD,GOV,0.0
3/21/2011,TesoroHighSchool,CA,HACK,EDU,0.0
3/24/2011,TripAdvisor,MA,HACK,BSO,0.0
4/11/2011,GunnAllenFinancial,FL,INSD,BSF,16000.0
4/27/2011,SonyPlayStationNetwork(PSN)SonyOnlineEntertainment(SOE),NY,HACK,BSR,101600000.0
5/10/2011,Fox.com,VA,HACK,BSO,363.0
5/24/2011,SoyCapitalBankandTrust,IL,CARD,BSF,0.0
8/27/2011,AvalonCenters,NY,PHYS,MED,172.0
9/12/2011,McDonald's,MN,INSD,BSR,0.0
10/10/2011,UniversityofGeorgia(UGA),GA,DISC,EDU,18931.0
10/11/2011,IndianaUniversitySchoolofOptometry,IN,DISC,MED,757.0
12/8/2011,LosAngelesPoliceDepartment(LAPD),CA,HACK,GOV,24.0
12/12/2011,MetabasisTherapeutics,CA,INSD,BSO,90.0
12/21/2011,UnitedStatesChamberofCommerce,DC,HACK,NGO,3000000.0
1/3/2012,DepartmentofSocialServicesSupplementalNutritionAssistanceProgram,CT,DISC,GOV,130.0
1/6/2012,SpotsylvaniaCounty,VA,DISC,EDU,4289.0
1/9/2012,EmployBridge(StaffingSolutions)TempoRealEstateCorporation,GA,PHYS,BSO,0.0
3/2/2012,BlueCrossBlueShield(BCBS)ofNorthCarolina,NC,DISC,MED,1000.0
3/3/2012,Miami-DadeCountyPublicSchools,FL,INSD,EDU,0.0
3/3/2012,MiamiCentralHighSchoolMiamiNorthwesternHighSchoolGoldenGladesElementaryDivineSports,FL,INSD,EDU,0.0
3/21/2012,CityofProvidence,RI,DISC,GOV,3000.0
4/9/2012,IntelAdvancedMicroDevices(AMD),MA,INSD,BSR,0.0
4/27/2012,OfficeoftheTexasAttorneyGeneral,TX,DISC,GOV,6500000.0
5/3/2012,GlennResearchCenter-NationalAeronauticsandSpaceAdministration(NASA),OH,HACK,GOV,700.0
6/6/2012,LinkedIn.com,CA,HACK,BSO,167000000.0
6/16/2012,U.S.DepartmentoftheInteriorNationalBusinessCenter,CO,PORT,GOV,7500.0
6/24/2012,CommodityFuturesTradingCommission(CFTC),DC,HACK,GOV,700.0
6/25/2012,TowardsEmployment,OH,PORT,NGO,26000.0
7/13/2012,Nvidia,CA,HACK,BSR,400000.0
7/13/2012,NewYorkStateComptroller'sOfficeNewYorkStateAssembly,NY,DISC,GOV,300.0
7/18/2012,ITWallStreet.ccom,NY,HACK,BSO,50000.0
7/24/2012,WisconsinDepartmentofRevenue,WI,DISC,GOV,110795.0
7/30/2012,Neurocare,MA,HACK,MED,0.0
8/6/2012,CityofOcoee,FL,DISC,GOV,350.0
9/19/2012,BlueCrossBlueShieldofMassachusetts(BCBS),MA,INSD,MED,15000.0
9/23/2012,TownofWillimanticConnecticut,CT,PORT,GOV,0.0
9/24/2012,CItyofTulsaOklahoma,OK,HACK,GOV,0.0
10/10/2012,PlaySpan,CA,HACK,BSR,100000.0
10/26/2012,SouthCarolinaDepartmentofRevenue,SC,HACK,GOV,6400000.0
11/27/2012,Sourcefire,MD,PORT,BSO,500.0
11/30/2012,WesternConnecticutStateUniversity,CT,DISC,EDU,235000.0
12/11/2012,JacksonHealthSystemJacksonSouthCommunityHospital,FL,DISC,MED,566.0
12/29/2012,USArmyFortMonmouth,NJ,HACK,GOV,36000.0
1/13/2013,AdvancedMicroDevices(AMD)Nvidia,CA,INSD,BSR,0.0
1/16/2013,UtahDepartmentofHealthGooldHealthSystems,UT,PORT,MED,6000.0
1/28/2013,CbrSystems,CA,PORT,MED,300000.0
1/30/2013,PoliceDepartmentofLittletonMassachusetts,MA,DISC,GOV,100.0
1/30/2013,TheNewYorkTimes,NY,HACK,BSO,0.0
2/2/2013,Twitter,CA,HACK,BSO,250000.0
2/8/2013,UnitedStatesFederalReserveGrandBanksYachts,DC,HACK,GOV,0.0
2/12/2013,J.P.MorganChaseCapitalOne,NY,CARD,BSF,6000.0
2/13/2013,LosAngelesTimesOffersandDeals.latimes.com,CA,HACK,BSO,0.0
2/13/2013,Jawbone,CA,HACK,BSR,0.0
2/14/2013,FCCEmergencyAlertSystem,DC,HACK,GOV,0.0
2/14/2013,Häagen-Daz,FL,HACK,BSR,0.0
2/18/2013,ExpressScriptsErnst&Young,MO,DISC,BSF,0.0
2/19/2013,KorkandKeg,IN,HACK,BSR,0.0
2/21/2013,PolkCountySchoolDistrict,FL,DISC,EDU,200.0
2/21/2013,Zendesk,CA,HACK,BSR,0.0
2/22/2013,MinnesotaDepartmentofNaturalResourcesMinnesotaDepartmentofMotorVehicles,MN,INSD,GOV,5000.0
2/22/2013,NBC.com,NY,HACK,BSO,0.0
2/22/2013,Microsoft,WA,HACK,BSR,0.0
2/25/2013,Sprouts,AZ,CARD,BSR,0.0
2/27/2013,Bit9,MA,HACK,BSO,0.0
2/27/2013,InformationHandlingServices,CO,HACK,BSO,0.0
3/1/2013,BankofHawaiiFirstHawaiianBank,HI,HACK,BSR,0.0
3/3/2013,Evernote,CA,HACK,BSO,50000000.0
3/8/2013,UniversityofConnecticutHealthCenter,CT,INSD,MED,1400.0
3/15/2013,TribuneCo.,CA,INSD,BSO,0.0
3/16/2013,SalemStateUniversity,MA,HACK,EDU,25000.0
3/19/2013,Subway,CA,HACK,BSR,0.0
3/19/2013,GeneralServicesAdministration(GSA),DC,DISC,GOV,0.0
3/20/2013,SavannahRiverSite(SRS),SC,DISC,GOV,12000.0
3/21/2013,NationalInstituteofAerospaceNationalAeronauticsandSpaceAdministration(NASA),VA,INSD,NGO,0.0
3/21/2013,InsuranceCo.oftheWest(ICW),CA,PHYS,BSF,0.0
3/22/2013,UniversityofMississippiMedicalCenter(UMMC),MS,PORT,EDU,10000.0
3/22/2013,TallahasseeCommunityCollege(TCC),FL,HACK,EDU,3300.0
3/22/2013,ComfortInnandSuites,MO,INSD,BSO,0.0
3/28/2013,TooeleCounty,UT,PORT,GOV,200.0
3/28/2013,JPMorganChase,NY,HACK,BSF,0.0
3/29/2013,WashingtonDepartmentofSocialandHealthServices,WA,PORT,GOV,652.0
3/31/2013,AllenCounty,OH,DISC,GOV,1100.0
4/1/2013,GrangerMedicalClinic,UT,PHYS,MED,2600.0
4/5/2013,Scribd,CA,HACK,BSO,100000.0
4/7/2013,WorksBakeryCafe,ME,HACK,BSR,0.0
4/7/2013,AgincourtWallboard,ME,HACK,BSR,0.0
4/9/2013,HospicePalliativeCareofAlamance-CaswellLifePathHomeHealth,NC,PORT,MED,5300.0
4/9/2013,VUDU,CA,PORT,BSO,0.0
4/10/2013,SchnuckMarkets,MO,HACK,BSR,0.0
4/12/2013,Pentagon,DC,UNKN,GOV,0.0
4/15/2013,Wawa,NJ,CARD,BSF,0.0
4/16/2013,IberdolaUSACentralMainePower,ME,HACK,BSO,5100.0
4/17/2013,ArizonaCounselingandTreatmentServices(ACTS)CenpaticoBehavioralHealthofArizona,AZ,PORT,MED,3000.0
4/23/2013,KmartSears,AR,PORT,BSR,788.0
4/23/2013,Hostgator,TX,INSD,BSO,0.0
4/23/2013,Macy's,IN,DISC,BSR,0.0
4/23/2013,CityofMonroeville,PA,DISC,MED,0.0
4/24/2013,CityofBerkeley,CA,DISC,GOV,11000.0
4/26/2013,LivingSocial,DC,HACK,BSO,29000000.0
4/29/2013,GomezGasolineandAutomotive,CA,CARD,BSR,50.0
5/1/2013,U.S.DepartmentofLabor,DC,HACK,GOV,0.0
5/1/2013,U.S.ArmyCorpsofEngineers'NationalInventoryofDams,DC,HACK,GOV,0.0
5/2/2013,Reputations.com,CA,HACK,BSO,0.0
5/2/2013,SpellmanHighVoltageElectronicsCorporation,NY,INSD,BSR,0.0
5/7/2013,RaleighOrthopaedicClinic,NC,PHYS,MED,17300.0
5/7/2013,Mapco,TN,CARD,BSR,0.0
5/8/2013,Name.com,CO,HACK,BSO,0.0
5/8/2013,Linode.com,NJ,HACK,BSO,0.0
5/9/2013,AdministrativeOfficeoftheCourts-Washington,WA,HACK,GOV,1000000.0
5/9/2013,LutheranSocialServicesofSouthCentralPennsylvania,PA,HACK,MED,7300.0
5/10/2013,IndianaUniversityHealthArnett,IN,PORT,MED,10300.0
5/10/2013,Coinbase,CA,DISC,BSR,0.0
5/13/2013,AdobeWashingtonAdministrativeOfficeoftheCourts,WA,HACK,BSO,160000.0
5/14/2013,PresbyterianAnesthesiaAssociatesE-dreamzPledmontHealthcare,NC,HACK,MED,9988.0
5/15/2013,OptiNoseUS,PA,PORT,MED,0.0
5/16/2013,CityofAkron,OH,HACK,GOV,47452.0
5/16/2013,DENTNeurologicInstituteofAmherst,NY,DISC,MED,10200.0
5/18/2013,GoldmanSachsBloombergLP,NY,DISC,BSO,0.0
5/21/2013,Lifeline(FederalCommunicationsCommission)TerraCom,DC,DISC,GOV,127000.0
5/21/2013,DENTNeurologicalInstitute,NY,DISC,MED,10000.0
5/21/2013,ErieCountyDepartmentofSocialServices,NY,PHYS,MED,0.0
5/22/2013,Vendini,CA,HACK,BSO,22900.0
